id_oferta,fecha_publicacion,ciudad,rol,skills,salario_mensual_mxn,exp_requerida,modalidad
4059,2024-01-08,MTY,ML Engineer,"Python, SQL, Pandas, AWS",42331,2,híbrido
4060,2024-03-16,Puebla,Backend,"AWS, Java, Python",37657,1,híbrido
4061,2024-05-10,MTY,Data Analyst,"SQL, Tableau",38251,1,híbrido
4062,2024-06-06,MTY,Data Engineer,"SQL, Airflow, AWS",42895,2,remoto
4063,2024-01-15,MTY,DevOps,"Python, Docker",51733,5,híbrido
4064,2024-01-01,CDMX,DevOps,"Docker, Python, AWS",39036,2,presencial
4065,2024-06-14,Querétaro,Frontend,"Docker, JavaScript",21320,4,remoto
4066,2024-01-27,MTY,DevOps,"Docker, Python",25880,2,remoto
4067,2024-06-08,GDL,Backend,"Docker, Java, Python",38791,5,híbrido
4068,2024-06-26,MTY,DevOps,"AWS, Python",60953,1,híbrido
4069,2024-05-13,CDMX,Frontend,"Docker, JavaScript",38420,1,presencial
4070,2024-02-03,GDL,ML Engineer,"SQL, Python, AWS, Pandas",68573,4,híbrido
4071,2024-04-04,CDMX,DevOps,"Docker, AWS, Python",65223,5,remoto
4072,2024-03-08,GDL,Data Engineer,"Python, SQL",45731,2,remoto
4073,2024-02-20,MTY,DevOps,"Python, AWS, Docker",56194,2,remoto
4074,2024-06-11,CDMX,Frontend,"Docker, JavaScript",57968,3,remoto
4075,2024-02-26,CDMX,DevOps,"Python, AWS",52005,2,remoto
4076,2024-05-08,MTY,ML Engineer,"AWS, Python, Pandas",60172,3,remoto
4077,2024-04-18,Puebla,ML Engineer,"Pandas, Python, SQL, AWS",52641,2,remoto
4078,2024-02-15,GDL,DevOps,"Python, Docker, AWS",44691,3,híbrido
4079,2024-06-01,Puebla,Data Analyst,"Tableau, Python",32030,1,presencial
4080,2024-06-16,MTY,Data Analyst,"SQL, Python, Power BI",43968,2,híbrido
4081,2024-04-19,MTY,Data Analyst,"Tableau, Power BI, Python, SQL",43017,1,híbrido
4082,2024-05-02,CDMX,ML Engineer,"Python, AWS",47374,1,híbrido
4083,2024-01-23,GDL,Data Analyst,"Tableau, SQL, Power BI, Python",42149,4,presencial
4084,2024-03-06,Puebla,Backend,"Docker, Java",51881,2,híbrido
4085,2024-02-22,CDMX,Backend,"Java, Python, AWS, Docker",58692,2,híbrido
4086,2024-06-06,MTY,Frontend,"Docker, JavaScript",30891,2,híbrido
4087,2024-05-15,CDMX,ML Engineer,"Pandas, AWS",73479,1,remoto
4088,2024-06-20,GDL,ML Engineer,"SQL, Pandas, Python",53942,1,presencial
4089,2024-05-01,Querétaro,DevOps,"Docker, AWS",41390,2,remoto
4090,2024-01-06,Puebla,Frontend,"JavaScript, Docker",20078,1,remoto
4091,2024-02-16,Querétaro,Frontend,"JavaScript, Docker",49212,3,remoto
4092,2024-05-10,CDMX,Frontend,"JavaScript, Docker",39199,4,presencial
4093,2024-05-14,MTY,DevOps,"Docker, AWS, Python",57388,2,híbrido
4094,2024-06-05,GDL,Backend,"Docker, Java, AWS",41898,2,híbrido
4095,2024-06-27,CDMX,ML Engineer,"Python, Pandas",50076,3,remoto
4096,2024-06-14,CDMX,Backend,"AWS, Docker, Java",38679,1,híbrido
4097,2024-03-17,GDL,ML Engineer,"Python, Pandas, AWS, SQL",32878,3,híbrido
4098,2024-01-22,GDL,Frontend,"Docker, JavaScript",47279,5,híbrido
4099,2024-04-21,CDMX,Data Analyst,"Tableau, Power BI, Python",35556,2,presencial
4100,2024-02-22,MTY,Frontend,"JavaScript, Docker",60408,1,presencial
4101,2024-01-02,GDL,Backend,"Python, Docker, AWS, Java",61757,3,presencial
4102,2024-06-02,CDMX,Data Engineer,"AWS, Python",50530,2,remoto
4103,2024-04-04,Puebla,Data Engineer,"SQL, AWS, Airflow, Python",39840,5,híbrido
4104,2024-02-04,CDMX,Frontend,"Docker, JavaScript",33662,1,remoto
4105,2024-03-22,CDMX,Backend,"AWS, Docker",58817,2,híbrido
4106,2024-02-06,CDMX,Data Engineer,"AWS, Python",59104,2,híbrido
4107,2024-01-19,GDL,ML Engineer,"SQL, Pandas, AWS, Python",47736,2,híbrido
4108,2024-05-01,CDMX,DevOps,"AWS, Docker, Python",44673,3,remoto
4109,2024-05-04,CDMX,Backend,"AWS, Docker",65161,3,remoto
4110,2024-02-18,Puebla,Data Engineer,"Airflow, Python, AWS",41455,4,presencial
4111,2024-01-19,GDL,ML Engineer,"SQL, Pandas, AWS",70300,5,remoto
4112,2024-02-23,CDMX,DevOps,"Python, AWS, Docker",70004,2,híbrido
4113,2024-03-07,GDL,DevOps,"Docker, Python, AWS",53467,3,híbrido
4114,2024-05-10,GDL,Frontend,"Docker, JavaScript",30816,1,presencial
4115,2024-04-21,MTY,Data Analyst,"Tableau, SQL, Power BI",34159,1,presencial
4116,2024-06-13,MTY,Frontend,"Docker, JavaScript",26677,2,híbrido
4117,2024-05-15,Querétaro,Data Analyst,"SQL, Python",44064,3,híbrido
4118,2024-04-06,GDL,Frontend,"JavaScript, Docker",28543,1,híbrido
4119,2024-06-07,MTY,Backend,"AWS, Java",54485,3,híbrido
4120,2024-04-18,CDMX,Data Engineer,"AWS, Python, SQL",54757,1,híbrido
4121,2024-02-20,CDMX,Backend,"Java, Docker, Python",43759,4,remoto
4122,2024-06-25,GDL,DevOps,"Python, Docker",54352,2,híbrido
4123,2024-05-08,CDMX,Frontend,"Docker, JavaScript",35439,4,presencial
4124,2024-03-26,GDL,Backend,"Java, AWS",57379,2,remoto
4125,2024-06-14,Querétaro,Frontend,"Docker, JavaScript",45884,1,híbrido
4126,2024-04-02,CDMX,DevOps,"Python, Docker",60920,3,remoto
4127,2024-01-11,MTY,Data Engineer,"Airflow, Python, AWS, SQL",45695,2,remoto
4128,2024-06-26,MTY,Backend,"Docker, Python",46999,1,presencial
4129,2024-01-14,CDMX,Data Engineer,"AWS, Python",34732,3,remoto
4130,2024-05-11,CDMX,ML Engineer,"Pandas, AWS, Python, SQL",56722,1,remoto
4131,2024-02-18,Puebla,DevOps,"AWS, Docker, Python",34660,3,remoto
4132,2024-03-18,GDL,Data Analyst,"Python, Power BI, SQL",39505,3,remoto
4133,2024-03-16,CDMX,Backend,"AWS, Java, Docker, Python",54137,1,híbrido
4134,2024-05-27,CDMX,ML Engineer,"Python, SQL",52264,1,híbrido
4135,2024-02-05,GDL,Frontend,"JavaScript, Docker",25919,4,remoto
4136,2024-05-23,MTY,DevOps,"AWS, Docker, Python",33300,1,presencial
4137,2024-06-14,CDMX,Frontend,"JavaScript, Docker",44823,1,remoto
4138,2024-02-15,MTY,Data Engineer,"SQL, AWS",56196,2,remoto
4139,2024-05-07,MTY,Backend,"Python, AWS",48635,4,híbrido
4140,2024-02-10,CDMX,DevOps,"Docker, Python",42823,2,presencial
4141,2024-06-26,Puebla,Data Analyst,"Python, Tableau, Power BI",15000,5,presencial
4142,2024-02-20,CDMX,DevOps,"Python, AWS",51315,3,remoto
4143,2024-01-10,CDMX,ML Engineer,"SQL, Pandas, Python, AWS",51724,2,híbrido
4144,2024-06-16,Puebla,DevOps,"Python, AWS, Docker",37765,4,remoto
4145,2024-01-18,CDMX,DevOps,"Docker, AWS, Python",44051,1,híbrido
4146,2024-06-25,MTY,DevOps,"Docker, AWS, Python",56092,1,remoto
4147,2024-01-08,GDL,DevOps,"Python, AWS",56092,3,híbrido
4148,2024-03-02,GDL,Data Analyst,"Python, Power BI",40798,5,presencial
4149,2024-05-13,Querétaro,Backend,"Java, AWS, Docker",44646,2,remoto
4150,2024-01-23,CDMX,Frontend,"JavaScript, Docker",24283,3,remoto
4151,2024-05-19,CDMX,Data Engineer,"Airflow, Python",40548,2,híbrido
4152,2024-03-20,MTY,ML Engineer,"AWS, Pandas, Python",66244,5,remoto
4153,2024-05-11,CDMX,Backend,"Java, Docker, AWS",36247,1,remoto
4154,2024-03-08,Querétaro,Data Analyst,"Power BI, Python, SQL",41184,2,híbrido
4155,2024-02-20,CDMX,Backend,"AWS, Docker, Python",42872,5,híbrido
4156,2024-02-26,MTY,Frontend,"JavaScript, Docker",37582,3,remoto
4157,2024-03-03,MTY,Frontend,"Docker, JavaScript",34443,2,remoto
4158,2024-05-15,CDMX,ML Engineer,"Pandas, Python",56294,2,remoto
4159,2024-04-10,CDMX,Data Engineer,"AWS, Airflow",47832,5,híbrido
4160,2024-01-26,CDMX,Data Engineer,"Airflow, Python, SQL",52569,2,híbrido
4161,2024-02-27,MTY,Data Analyst,"SQL, Python, Tableau",46286,1,híbrido
4162,2024-01-03,GDL,Data Engineer,"Airflow, Python",46657,2,remoto
4163,2024-01-22,MTY,Data Analyst,"Tableau, Power BI, Python, SQL",41361,3,híbrido
4164,2024-03-21,CDMX,Data Engineer,"SQL, Airflow, Python",50383,2,presencial
4165,2024-03-02,GDL,Data Analyst,"SQL, Power BI",38356,2,remoto
4166,2024-03-01,GDL,Frontend,"JavaScript, Docker",36113,3,híbrido
4167,2024-06-02,GDL,Data Engineer,"SQL, Python, Airflow",43195,5,remoto
4168,2024-05-11,Querétaro,Backend,"Python, Docker",39054,3,híbrido
4169,2024-03-02,MTY,Backend,"Java, Docker, AWS",48991,2,híbrido
4170,2024-04-22,GDL,Data Analyst,"SQL, Tableau",50129,4,remoto
4171,2024-03-15,CDMX,Data Analyst,"Python, SQL, Power BI",44373,3,híbrido
4172,2024-01-24,CDMX,ML Engineer,"Python, SQL",62870,4,híbrido
4173,2024-06-24,CDMX,ML Engineer,"AWS, Pandas",54209,2,presencial
4174,2024-06-12,Puebla,Backend,"Python, AWS, Java",56066,1,híbrido
4175,2024-04-21,CDMX,Data Analyst,"SQL, Python",34382,5,remoto
4176,2024-01-18,Querétaro,Backend,"Java, Python, AWS, Docker",36998,1,híbrido
4177,2024-06-03,CDMX,Data Engineer,"SQL, Airflow",53442,3,remoto
4178,2024-04-01,MTY,Backend,"Python, Java",32619,1,presencial
4179,2024-05-13,CDMX,Data Analyst,"Tableau, SQL",27496,5,híbrido
4180,2024-05-07,CDMX,Data Engineer,"Airflow, AWS",77127,2,remoto
4181,2024-03-09,Querétaro,Backend,"Docker, Java, Python, AWS",35755,2,híbrido
4182,2024-06-01,GDL,ML Engineer,"Python, Pandas",33428,4,remoto
4183,2024-01-01,CDMX,Backend,"Docker, AWS",31704,1,híbrido
4184,2024-01-06,CDMX,Data Engineer,"AWS, Python, Airflow, SQL",48744,2,remoto
4185,2024-02-25,MTY,Data Analyst,"Tableau, Python, SQL",15000,1,presencial
4186,2024-06-15,CDMX,Data Engineer,"Python, SQL",47127,2,remoto
4187,2024-06-12,Querétaro,Data Analyst,"Tableau, Python, Power BI",38367,2,presencial
4188,2024-03-23,GDL,Data Analyst,"SQL, Power BI",24898,4,remoto
4189,2024-01-06,MTY,DevOps,"Python, Docker",63018,5,remoto
4190,2024-06-10,GDL,Backend,"Java, Docker, AWS",32775,2,presencial
4191,2024-01-19,GDL,DevOps,"AWS, Python, Docker",70075,1,híbrido
4192,2024-04-19,Querétaro,Frontend,"Docker, JavaScript",29728,1,híbrido
4193,2024-02-18,CDMX,Data Analyst,"Python, Power BI",52173,1,remoto
4194,2024-06-02,CDMX,ML Engineer,"Python, AWS, SQL",54641,4,remoto
4195,2024-04-15,CDMX,Data Engineer,"AWS, SQL",38770,2,remoto
4196,2024-04-13,Querétaro,DevOps,"AWS, Docker",63484,1,híbrido
4197,2024-01-19,Querétaro,ML Engineer,"AWS, Pandas, SQL, Python",40334,5,híbrido
4198,2024-01-06,CDMX,DevOps,"AWS, Python",44553,4,híbrido
4199,2024-04-18,Puebla,Data Analyst,"Python, SQL, Power BI, Tableau",42204,1,presencial
4200,2024-06-01,MTY,ML Engineer,"Python, Pandas, SQL, AWS",54261,1,remoto
4201,2024-04-02,MTY,DevOps,"Docker, Python, AWS",46195,3,híbrido
4202,2024-03-24,CDMX,ML Engineer,"Pandas, Python, AWS, SQL",74715,2,híbrido
4203,2024-06-08,CDMX,Frontend,"Docker, JavaScript",46662,2,presencial
4204,2024-02-24,MTY,DevOps,"Docker, AWS, Python",49230,2,remoto
4205,2024-04-23,CDMX,Data Engineer,"Python, SQL",44275,1,remoto
4206,2024-03-18,CDMX,Backend,"AWS, Java, Docker, Python",56579,3,híbrido
4207,2024-03-07,CDMX,Backend,"AWS, Docker, Python",57525,3,híbrido
4208,2024-02-17,GDL,Backend,"Python, Docker, AWS, Java",37121,2,híbrido
4209,2024-04-18,CDMX,ML Engineer,"AWS, Pandas",44746,3,remoto
4210,2024-06-23,CDMX,ML Engineer,"SQL, Python, Pandas",49932,2,remoto
4211,2024-04-27,MTY,ML Engineer,"SQL, Python, AWS, Pandas",64337,1,híbrido
4212,2024-01-06,GDL,Frontend,"Docker, JavaScript",35265,1,híbrido
4213,2024-05-01,Querétaro,Backend,"AWS, Python",34154,1,híbrido
4214,2024-02-02,Querétaro,Data Analyst,"SQL, Python, Power BI, Tableau",38754,2,híbrido
4215,2024-03-09,GDL,ML Engineer,"Python, Pandas, AWS",53140,2,híbrido
4216,2024-05-16,CDMX,DevOps,"Docker, Python",54910,2,presencial
4217,2024-02-15,Querétaro,Backend,"AWS, Python, Docker",45136,5,remoto
4218,2024-04-08,Puebla,Frontend,"Docker, JavaScript",37710,1,presencial
4219,2024-01-06,CDMX,Frontend,"Docker, JavaScript",34621,3,híbrido
4220,2024-02-06,GDL,Frontend,"JavaScript, Docker",46164,1,híbrido
4221,2024-01-23,CDMX,Frontend,"JavaScript, Docker",32260,1,remoto
4222,2024-01-19,CDMX,DevOps,"AWS, Docker, Python",55310,2,híbrido
4223,2024-01-16,CDMX,Data Analyst,"Power BI, SQL, Python, Tableau",38176,1,presencial
4224,2024-04-13,GDL,Backend,"Java, Python, AWS",52707,1,remoto
4225,2024-02-15,GDL,Frontend,"Docker, JavaScript",30590,3,presencial
4226,2024-01-08,CDMX,Frontend,"Docker, JavaScript",22547,4,presencial
4227,2024-06-21,CDMX,Data Engineer,"Airflow, AWS, SQL",68301,5,remoto
4228,2024-04-02,CDMX,Data Engineer,"SQL, Airflow, Python, AWS",49130,3,híbrido
4229,2024-01-10,CDMX,DevOps,"Docker, AWS, Python",28788,2,híbrido
4230,2024-01-17,CDMX,ML Engineer,"AWS, SQL, Pandas",46845,2,remoto
4231,2024-01-22,GDL,Backend,"Docker, Java",60744,3,híbrido
4232,2024-04-18,GDL,Data Analyst,"SQL, Power BI",35163,2,híbrido
4233,2024-01-09,MTY,ML Engineer,"Python, Pandas, SQL",52860,1,remoto
4234,2024-04-02,Querétaro,DevOps,"Docker, Python",45278,2,remoto
4235,2024-06-05,CDMX,ML Engineer,"AWS, SQL, Python",51592,2,remoto
4236,2024-01-06,CDMX,Data Analyst,"Power BI, SQL, Tableau, Python",44190,3,presencial
4237,2024-02-15,CDMX,Frontend,"Docker, JavaScript",38498,2,remoto
4238,2024-06-23,CDMX,Data Analyst,"Power BI, Tableau, SQL",20883,3,remoto
4239,2024-02-09,CDMX,DevOps,"AWS, Python",53572,4,remoto
4240,2024-03-08,MTY,Backend,"Java, Python, Docker",45295,2,remoto
4241,2024-01-25,CDMX,Frontend,"JavaScript, Docker",30638,3,presencial
4242,2024-01-18,GDL,DevOps,"AWS, Docker",44809,1,presencial
4243,2024-03-23,CDMX,Frontend,"JavaScript, Docker",33702,5,remoto
4244,2024-02-20,CDMX,DevOps,"Python, AWS, Docker",46407,1,remoto
4245,2024-05-19,MTY,DevOps,"AWS, Docker",62104,2,remoto
4246,2024-05-09,MTY,Data Analyst,"Python, Power BI, Tableau",31969,3,remoto
4247,2024-06-04,CDMX,Backend,"AWS, Java, Docker",45730,4,híbrido
4248,2024-02-14,Querétaro,Data Engineer,"SQL, Python, Airflow",52282,2,remoto
4249,2024-05-27,CDMX,ML Engineer,"SQL, Python, AWS, Pandas",55537,2,remoto
4250,2024-02-16,GDL,DevOps,"Python, Docker, AWS",44361,1,remoto
4251,2024-04-06,CDMX,DevOps,"AWS, Python, Docker",52765,1,remoto
4252,2024-05-19,GDL,ML Engineer,"Python, Pandas, AWS, SQL",60966,2,híbrido
4253,2024-03-01,CDMX,Data Engineer,"AWS, SQL",49388,3,híbrido
4254,2024-04-07,GDL,DevOps,"AWS, Python",56826,3,híbrido
4255,2024-06-18,MTY,Data Engineer,"Airflow, SQL, Python, AWS",48314,1,híbrido
4256,2024-02-03,Puebla,Data Analyst,"SQL, Tableau, Power BI",38877,2,remoto
4257,2024-05-02,CDMX,Backend,"Python, Java",25101,2,remoto
4258,2024-03-26,CDMX,Frontend,"Docker, JavaScript",23934,2,remoto
4259,2024-05-02,CDMX,ML Engineer,"AWS, Pandas, SQL",19977,1,híbrido
4260,2024-06-09,GDL,Data Engineer,"Python, SQL, Airflow, AWS",41478,2,presencial
4261,2024-06-21,GDL,Data Analyst,"Tableau, SQL",38272,1,presencial
4262,2024-06-05,CDMX,Data Analyst,"Power BI, Tableau, Python",30479,3,híbrido
4263,2024-03-22,CDMX,DevOps,"AWS, Docker, Python",54840,2,híbrido
4264,2024-01-05,Querétaro,DevOps,"Docker, Python",61042,2,híbrido
4265,2024-01-19,GDL,Backend,"Docker, AWS",53661,1,remoto
4266,2024-06-26,CDMX,DevOps,"Docker, Python, AWS",32024,5,remoto
4267,2024-01-21,Querétaro,Backend,"Docker, Python, Java, AWS",39811,1,híbrido
4268,2024-01-21,MTY,Data Analyst,"Python, Power BI, Tableau, SQL",48122,1,híbrido
4269,2024-01-09,CDMX,DevOps,"AWS, Python, Docker",41855,2,presencial
4270,2024-06-17,Querétaro,Data Engineer,"Airflow, Python, AWS",36303,2,híbrido
4271,2024-02-03,Puebla,ML Engineer,"AWS, Python, SQL",55991,3,remoto
4272,2024-01-05,GDL,DevOps,"Docker, Python",60868,3,presencial
4273,2024-01-16,Querétaro,Data Engineer,"SQL, Airflow, AWS",38264,3,presencial
4274,2024-01-25,Puebla,Data Engineer,"SQL, Python",47233,2,remoto
4275,2024-05-05,CDMX,Data Analyst,"Tableau, Python",23760,2,remoto
4276,2024-06-11,MTY,Data Engineer,"AWS, Airflow, Python",47943,3,remoto
4277,2024-02-18,CDMX,Frontend,"Docker, JavaScript",31661,4,remoto
4278,2024-03-17,Puebla,Frontend,"Docker, JavaScript",26675,2,híbrido
4279,2024-02-09,Querétaro,Data Engineer,"AWS, SQL, Python",54461,2,remoto
4280,2024-05-23,CDMX,Data Engineer,"Airflow, SQL",44172,1,remoto
4281,2024-02-08,CDMX,Data Analyst,"SQL, Tableau, Python, Power BI",48917,3,híbrido
4282,2024-06-26,CDMX,ML Engineer,"SQL, AWS, Pandas",56051,4,remoto
4283,2024-01-13,CDMX,Data Analyst,"SQL, Python, Tableau, Power BI",23516,1,híbrido
4284,2024-01-26,MTY,Frontend,"Docker, JavaScript",37970,4,remoto
4285,2024-02-21,Querétaro,Frontend,"JavaScript, Docker",27421,3,híbrido
4286,2024-03-17,MTY,Data Engineer,"SQL, AWS, Python, Airflow",39818,1,remoto
4287,2024-01-22,MTY,Data Engineer,"Python, Airflow",43414,2,híbrido
4288,2024-05-21,CDMX,Data Analyst,"SQL, Power BI, Python",29694,3,remoto
4289,2024-04-13,CDMX,Frontend,"Docker, JavaScript",32282,3,híbrido
4290,2024-03-13,CDMX,DevOps,"Python, Docker",47593,1,presencial
4291,2024-06-14,Puebla,Backend,"Java, AWS, Docker",43087,1,remoto
4292,2024-04-10,CDMX,Frontend,"Docker, JavaScript",35133,3,remoto
4293,2024-01-20,GDL,Data Analyst,"Python, Tableau",27708,4,híbrido
4294,2024-04-14,MTY,Data Engineer,"Airflow, Python, AWS",56814,2,híbrido
4295,2024-06-11,MTY,ML Engineer,"AWS, SQL, Pandas",67792,3,presencial
4296,2024-03-20,Querétaro,Backend,"Python, Java",52521,2,híbrido
4297,2024-05-16,MTY,Backend,"AWS, Docker, Python",28447,2,híbrido
4298,2024-02-23,GDL,Data Analyst,"Python, Tableau, Power BI",43561,5,híbrido
4299,2024-05-05,GDL,ML Engineer,"SQL, Python, Pandas",65515,5,híbrido
4300,2024-04-12,MTY,ML Engineer,"Python, SQL",55724,5,remoto
4301,2024-03-05,Querétaro,Frontend,"JavaScript, Docker",33635,4,presencial
4302,2024-03-18,Querétaro,Backend,"AWS, Python, Docker",44013,5,remoto
4303,2024-03-06,CDMX,Data Engineer,"SQL, Airflow, AWS, Python",33461,3,híbrido
4304,2024-01-11,MTY,Frontend,"JavaScript, Docker",28161,3,híbrido
4305,2024-05-17,GDL,Backend,"Java, Python, Docker, AWS",52127,3,híbrido
4306,2024-01-24,MTY,Data Analyst,"Power BI, Python",40651,3,remoto
4307,2024-01-16,Puebla,Data Engineer,"AWS, Airflow",60044,1,remoto
4308,2024-06-09,Querétaro,ML Engineer,"Python, AWS, SQL, Pandas",59434,2,remoto
4309,2024-02-02,MTY,Data Engineer,"Python, AWS",46570,3,presencial
4310,2024-04-27,CDMX,ML Engineer,"SQL, Python, AWS, Pandas",46459,3,híbrido
4311,2024-01-20,GDL,Data Analyst,"Power BI, SQL",26019,1,remoto
4312,2024-03-20,MTY,Data Engineer,"AWS, SQL, Python, Airflow",53821,5,presencial
4313,2024-06-22,GDL,ML Engineer,"SQL, Pandas, Python, AWS",60923,2,presencial
4314,2024-06-19,CDMX,DevOps,"Docker, Python, AWS",57864,1,remoto
4315,2024-05-06,CDMX,Backend,"Java, Docker, Python, AWS",47368,5,remoto
4316,2024-06-14,Querétaro,Data Engineer,"AWS, SQL, Airflow, Python",47493,3,remoto
4317,2024-01-25,CDMX,Frontend,"JavaScript, Docker",35738,1,remoto
4318,2024-05-25,CDMX,ML Engineer,"Pandas, Python, AWS, SQL",66093,2,híbrido
4319,2024-02-20,MTY,Data Engineer,"Airflow, Python, SQL",49777,1,remoto
4320,2024-05-22,CDMX,Data Engineer,"Airflow, Python, SQL",66216,2,híbrido
4321,2024-04-04,Puebla,DevOps,"AWS, Docker, Python",62031,1,remoto
4322,2024-04-20,CDMX,Data Engineer,"SQL, Airflow",48513,3,presencial
4323,2024-03-02,CDMX,DevOps,"AWS, Docker, Python",60251,5,presencial
4324,2024-02-24,Puebla,Frontend,"Docker, JavaScript",29389,3,remoto
4325,2024-06-13,CDMX,Frontend,"JavaScript, Docker",34148,3,remoto
4326,2024-02-03,CDMX,ML Engineer,"Pandas, AWS, Python",60211,1,remoto
4327,2024-02-21,CDMX,Frontend,"JavaScript, Docker",32431,3,híbrido
4328,2024-03-09,CDMX,Frontend,"JavaScript, Docker",49558,3,remoto
4329,2024-05-27,GDL,Data Analyst,"SQL, Python, Power BI",29461,3,remoto
4330,2024-05-04,CDMX,Data Analyst,"Power BI, Tableau",47137,3,remoto
4331,2024-05-16,CDMX,Data Analyst,"Tableau, SQL, Power BI, Python",35417,3,híbrido
4332,2024-01-22,CDMX,ML Engineer,"AWS, Pandas, SQL, Python",69651,3,presencial
4333,2024-01-19,GDL,ML Engineer,"Pandas, AWS, SQL",42986,2,remoto
4334,2024-03-19,GDL,Data Analyst,"SQL, Tableau, Power BI, Python",20087,3,híbrido
4335,2024-01-06,Querétaro,Data Engineer,"Airflow, SQL",56237,2,híbrido
4336,2024-02-08,MTY,Backend,"Python, Docker, AWS, Java",38456,3,remoto
4337,2024-01-19,CDMX,Frontend,"Docker, JavaScript",35929,1,híbrido
4338,2024-01-25,CDMX,Backend,"Python, Java, AWS, Docker",52391,1,remoto
4339,2024-02-10,CDMX,ML Engineer,"SQL, Pandas, AWS, Python",49282,3,híbrido
4340,2024-04-07,Puebla,ML Engineer,"SQL, Python, Pandas",56514,2,híbrido
4341,2024-02-17,Querétaro,ML Engineer,"Python, Pandas",62272,1,híbrido
4342,2024-01-25,MTY,Data Analyst,"Tableau, Power BI, Python, SQL",29044,2,híbrido
4343,2024-05-26,CDMX,DevOps,"Docker, AWS, Python",62530,3,remoto
4344,2024-03-01,GDL,Backend,"Java, AWS, Docker, Python",46523,3,remoto
4345,2024-03-19,Puebla,Data Analyst,"Power BI, Python, Tableau, SQL",44341,4,remoto
4346,2024-05-24,MTY,Data Analyst,"SQL, Python, Tableau, Power BI",35993,1,híbrido
4347,2024-06-22,MTY,Data Analyst,"Python, Power BI",37475,1,híbrido
4348,2024-03-04,CDMX,Backend,"Python, Java, Docker, AWS",52715,1,remoto
4349,2024-04-25,CDMX,DevOps,"Docker, AWS, Python",40883,3,remoto
4350,2024-05-04,Puebla,Frontend,"JavaScript, Docker",51722,1,híbrido
4351,2024-05-13,CDMX,Data Engineer,"AWS, SQL",31255,4,remoto
4352,2024-01-26,Querétaro,DevOps,"Python, Docker, AWS",31339,2,presencial
4353,2024-02-20,Puebla,Data Engineer,"Python, AWS, Airflow",40024,4,remoto
4354,2024-03-05,Querétaro,Backend,"Docker, Java, AWS",54604,4,híbrido
4355,2024-04-07,MTY,ML Engineer,"SQL, Pandas",51009,5,híbrido
4356,2024-01-19,Puebla,Data Analyst,"Python, Power BI",46222,4,remoto
4357,2024-01-03,CDMX,Frontend,"Docker, JavaScript",41880,1,híbrido
4358,2024-03-03,CDMX,Backend,"Java, AWS, Python, Docker",42538,1,remoto
4359,2024-02-16,MTY,Backend,"Python, Java, Docker, AWS",46148,1,remoto
4360,2024-05-18,MTY,Data Engineer,"AWS, SQL, Airflow",46904,3,híbrido
4361,2024-05-21,Querétaro,Data Engineer,"Python, AWS, SQL, Airflow",41685,4,remoto
4362,2024-06-18,CDMX,Frontend,"JavaScript, Docker",23099,2,híbrido
4363,2024-04-09,CDMX,ML Engineer,"AWS, Pandas, SQL, Python",41275,1,remoto
4364,2024-06-16,Puebla,Frontend,"JavaScript, Docker",41109,2,remoto
4365,2024-06-09,GDL,Data Analyst,"SQL, Python, Power BI, Tableau",39905,2,presencial
4366,2024-01-20,CDMX,Frontend,"Docker, JavaScript",26789,5,remoto
4367,2024-03-02,CDMX,Data Engineer,"AWS, Airflow",58561,1,presencial
4368,2024-04-24,MTY,ML Engineer,"Python, SQL, Pandas",49458,1,presencial
4369,2024-06-04,GDL,ML Engineer,"Python, SQL, AWS",67112,2,remoto
4370,2024-02-08,CDMX,Data Engineer,"Python, Airflow",51620,3,híbrido
4371,2024-01-04,CDMX,Frontend,"JavaScript, Docker",46239,5,híbrido
4372,2024-03-17,Querétaro,Data Analyst,"Tableau, Power BI, Python, SQL",39750,3,presencial
4373,2024-06-21,CDMX,Data Analyst,"SQL, Power BI",33825,2,remoto
4374,2024-06-07,CDMX,Data Analyst,"Power BI, SQL",28133,1,remoto
4375,2024-02-17,Querétaro,DevOps,"Python, Docker",52670,3,híbrido
4376,2024-05-08,MTY,Frontend,"Docker, JavaScript",39173,5,presencial
4377,2024-01-09,Puebla,ML Engineer,"SQL, Pandas",58025,2,remoto
4378,2024-01-25,CDMX,DevOps,"Python, AWS, Docker",40961,3,remoto
4379,2024-01-27,MTY,Backend,"Docker, Java",65709,1,híbrido
4380,2024-02-05,CDMX,Frontend,"JavaScript, Docker",41430,1,presencial
4381,2024-01-19,CDMX,Data Engineer,"Python, SQL, AWS, Airflow",38209,1,híbrido
4382,2024-01-20,Puebla,Data Engineer,"AWS, SQL, Airflow",34136,1,híbrido
4383,2024-06-26,MTY,Data Engineer,"Python, SQL",49679,2,híbrido
4384,2024-04-16,CDMX,ML Engineer,"SQL, AWS, Pandas, Python",44118,3,híbrido
4385,2024-05-09,Puebla,Backend,"Python, Java, AWS, Docker",43139,5,híbrido
4386,2024-02-11,Puebla,ML Engineer,"Pandas, AWS",52693,1,presencial
4387,2024-03-13,CDMX,Data Analyst,"Python, Power BI",37332,1,remoto
4388,2024-01-07,MTY,Frontend,"JavaScript, Docker",32146,2,remoto
4389,2024-06-05,CDMX,Data Engineer,"Python, SQL",63314,1,remoto
4390,2024-01-02,MTY,Frontend,"JavaScript, Docker",30301,2,presencial
